SACC,La Cumbre,La Cumbre,,Argentina,,0305,APX30430.bgl,-31.0000002,-64.5333333,
SAMP,La Paz,La Paz,,Argentina,,0405,APX32420.bgl,-30.7833333,-59.5999999,
SADL,La Plata,La Plata,,Argentina,,0405,APX32440.bgl,-34.9672223,-57.8947221,
SA16,La Puntilla,La Puntilla,,Argentina,,0305,APX29430.bgl,-32.9628139,-68.8737059,
SASQ,La Quiaca,La Quiaca,,Argentina,,0304,APX30390.bgl,-22.162222,-65.569725,
SANL,Capitan V. Almandos Almonacid,La Rioja,,Argentina,,0305,APX30420.bgl,-29.3891667,-66.8025,
SAOL,Laboulaye,Laboulaye,,Argentina,,0305,APX31440.bgl,-34.1333333,-63.3666667,
SAWA,Lago Argentino,Lago Argentino,,Argentina,,0306,APX28490.bgl,-50.3386112,-72.2488891,
SA15,Lago Fagnano North,Lago Fagnano North,,Argentina,,0306,APX30510.bgl,-54.499183,-67.1723972,
SAVH,Las Heras,Las Heras,,Argentina,,0306,APX29480.bgl,-46.5384668,-68.9659502,
SA38,Las Lajas,Las Lajas,,Argentina,,0305,APX29450.bgl,-38.538931,-70.337078,
SA20,Loma La Lata,Loma La Lata,,Argentina,,0305,APX29450.bgl,-38.4137781,-68.7373061,
SA18,Loncopue,Loncopue,,Argentina,,0305,APX29450.bgl,-38.0820831,-70.643933,
Z00T,Los Cerros,Los Cerros,,Argentina,,0306,APX29510.bgl,-54.344139,-67.8328608,
SAMM,Malargue,Malargue,,Argentina,,0305,APX29440.bgl,-35.4797221,-69.585,
SAVQ,Maquinchao,Maquinchao,,Argentina,,0305,APX29460.bgl,-41.2499999,-68.7333333,
SAZM,Brig Gen D Bartolome De La Col,Mar Del Plata,,Argentina,,0405,APX32450.bgl,-37.9341666,-57.5733335,
SAOM,Marcos Juarez,Marcos Juarez,,Argentina,,0305,APX31430.bgl,-32.6944445,-62.1527776,
SADJ,Mariano Moreno,Mariano Moreno,,Argentina,,0405,APX32440.bgl,-34.5630557,-58.7902777,
SADZ,Matanza,Matanza,,Argentina,,0405,APX32440.bgl,-34.7333334,-58.5000001,
SAME,El Plumerillo,Mendoza,,Argentina,,0305,APX29430.bgl,-32.831389,-68.7927778,
SATM,Mercedes,Mercedes,,Argentina,,0405,APX32420.bgl,-29.2261112,-58.0844446,
SA14,Miramar,Miramar,,Argentina,,0405,APX32450.bgl,-38.2270561,-57.869719,
SARM,Monte Caseros,Monte Caseros,,Argentina,,0405,APX32420.bgl,-30.2700001,-57.6399998,
SADM,Moron,Moron,,Argentina,,0405,APX32440.bgl,-34.6541666,-58.643889,
SA28,Nanco Lauquen,Nanco Lauquen,,Argentina,,0305,APX31440.bgl,-35.971486,-62.7724189,
SAZO,Necochea,Necochea,,Argentina,,0405,APX32450.bgl,-38.4833335,-58.8166666,
SAZN,Presidente Peron,Neuquen,,Argentina,,0305,APX29450.bgl,-38.9488889,-68.1558332,
SAZX,Nueve De Julio,Nueve De Julio,,Argentina,,0305,APX31440.bgl,-35.4000001,-60.9,
SATO,Obera,Obera,,Argentina,,0405,APX33410.bgl,-27.4833335,-55.0833334,
SAZF,Olavarria,Olavarria,,Argentina,,0305,APX31450.bgl,-36.888889,-60.2277777,
SASO,Oran,Oran,,Argentina,,0305,APX30400.bgl,-23.1505557,-64.3233334,
SAAP,Gen Urquiza,Parana,,Argentina,,0305,APX31430.bgl,-31.7791668,-60.467222,
SARL,Paso De Los Libres,Paso De Los Libres,,Argentina,,0405,APX32420.bgl,-29.6894443,-57.1522222,
SAZP,Comodoro P. Zanni,Pehuajo,,Argentina,,0305,APX31440.bgl,-35.8411112,-61.8574999,
SAAN,Pergamino,Pergamino,,Argentina,,0305,APX31440.bgl,-33.9189641,-60.6479721,
SAWP,Perito Moreno,Perito Moreno,,Argentina,,0306,APX29480.bgl,-46.5366667,-70.985,
SAZE,Pigue,Pigue,,Argentina,,0305,APX31450.bgl,-37.5999999,-62.3833331,
SARP,Liberador Gral D Jose De San M,Posadas,,Argentina,,0405,APX33410.bgl,-27.3858335,-55.9705554,
SARS,Presidencia Roque S. Pena,Presidencia Roque S. Pen,,Argentina,,0305,APX31410.bgl,-26.7536861,-60.4923914,
SA19,Puerto Deseado West,Puerto Deseado West,,Argentina,,0306,APX30480.bgl,-47.720056,-65.932361,
SAWD,Puerto Deseado,Puerto Deseado,,Argentina,,0306,APX30480.bgl,-47.7336112,-65.9163889,
